dbn,school_name,boro,phone_number,school_email,grade_span_min,grade_span_max,bus,subway,primary_address_line_1,city,state_code,zip,website,total_students,school_type,overview_paragraph,program_highlights,language_classes,extracurricular_activities,addtl_info1,addtl_info2,start_time,end_time,ell_programs,priority01,priority02,priority03,priority04,priority05,priority06,priority07,priority08,priority09,priority10
31R455,Tottenville High School,Staten Island,7186688800,31R455schools.nyc.gov,9,12,"S55, S56, S59, S78, X17",SIR to Huguenot,100 LUTEN AVENUE, STATEN ISLAND,NY,10312,www.tottenvillehs.net,3982,,"Tottenville High School has been long recognized as a school of academic excellence. We pride ourselves in providing a safe and secure environment for our students, offering a host of exciting and academically challenging programs, and an extensive array of extracurricular activities. Our dedicated faculty is committed to setting high expectations that allow students to flourish. Our programs emphasize college and career preparedness and are aligned with Common Core Learning Standards. All ninth grade students are part of our Ninth Grade Academy where all faculty work collaboratively to develop students_ excellence in scholarship and character. We have created a positive, healthy, and harmonious environment where every student has the opportunity to succeed and grow intellectually, emotionally, and socially.","CTE Programs Academy of Finance, Advertising and Design Academy, Automotive Technology, Cisco Networking Academy, Culinary Arts, Dental Office Careers, Dental Technology, Law  Justice Academy, Medical Laboratory and Assisting. Visual and Performing Arts Programs Architecture  Design, Choir  Vocal Training, Concert Band Jazz Ensemble, Fashion  Textile Design, Fine Arts, Marching Band, Orchestra, Photography, Portfolio Design, Symphonic Band. TV Production Institute Programs Science, ClassicsHumanities. CUNY College Now, Honors Program, St. John_s University Extension","Italian, Latin, Spanish","Clubs Animal Rights  Vegetarian, Anime, Art, Asian American Association, Auto, Book, Broadway, Chess, Chinese Culture, Christian Seekers, Classic Film, Classic Rock, Comic Book, Coptic, DIY Do It Yourself, Drama, Gay Straight Alliance, Global Outreach, Green Tech, Hard Rock  Heavy Metal, Independent Film, SelfImprovement, Italian American Culture, Russian Heritage, Key Club, Knit for Kids, Video Game, Latin American Students, Polaroid. Lincoln Douglas Debate Team, Math, Medical Technology, Mock Trial, Model Congress, Muslim Youth Council, National Honor Society, National Junior Classics League Latin Club, Marching Band, Passport, Newspaper, Respect For All, Robotics, SADD, SING, Yearbook",iLearnNYC Program for expanded online coursework and selfpaced learning,,80000.0,24000.0,ESL,Priority to Staten Island students or residents,Then to New York City residents,For Zoned Program only Guaranteed offer to students who apply and live in the zoned area.,,,,,,,
02M489,High School of Economics and Finance,Manhattan,2123460708,cbitarschools.nyc.gov,9,12,"BM1, BxM18, M15, M15SBS, M20, M22, M5, M9, QM11, QM7, X1, X10, X10B, X12, X14, X15, X17, X19, X27, X28, X4, X7, X8","2, 3, A, C to Fulton StBroadwayNassau  E to World Trade Center  1 to Rector St  J, Z to Broad St  4, 5 to Wall St  6 to Brooklyn Bridge  City Hall  R to Cortlandt St",100 TRINITY PLACE, MANHATTAN,NY,10006,www.ecoandfin.org,796,,"We offer a challenging academic program with additional requirements, including a senior research thesis and a fouryear program of coursework in economics and finance. Students also complete internships with major financial companies. Our diverse, welcoming community extends beyond our school doors to include corporate partners from the surrounding Wall Street area. A fulltime college counseling staff coordinates the college admissions process. Students find enrichment in our various athletic, artistic, civic, and cultural programs and our stateoftheart library and technology center.",Exchange programs with Martha_s Vineyard High School Fouryear research culminating in a Senior Research Thesis and Oral Presentation Moodys Summer Experience Fourweek summer program for all incoming ninth graders WSE Institute Wednesday enrichment program with elective seminars,"French, Spanish","Art, Music, Arts  Dance Festival and Talent Show, Big Brothers Big Sisters, Career Day, Chess, Drama, Euro Challenge, Fashion Show, Fed Challenge, GayStraight Alliance, Literary Magazine, National Honor Society, SPARK Youth Leadership, Student Government, Tutoring, Yearbook, Young Professionals Mentoring Program YPMP, Model UN, Global Glimpse, Islands of Tolerance, Community Service Interest Club, Theater Arts, Stock Market Game",iLearnNYC Program for expanded online coursework and selfpaced learning,"Dress Code Required every Wednesday business attire dress slacksskirt, shirtblouse, tie, dress shoes Fulltime College Office Online Grading System",83000.0,33000.0,ESL,Open to New York City residents,,,,,,,,,
10X440,DeWitt Clinton High School,Bronx,7185431000,dewittclintonhsgmail.com,9,12,"Bx1, Bx10, Bx16, Bx2, Bx26, Bx28, Bx34, BxM3, BxM4","4 to Mosholu Parkway  B, D to Bedford Park Blvd",100 WEST MOSHOLU PARKWAY SOUTH, BRONX,NY,10468,www.dwclintonhs.org,2109,,"DeWitt Clinton High School has a rich history of educating students in the Bronx for over 100 years. This comprehensive high school offers a wide variety of programs to fit every student_s needs. These programs are structured as small learning communities SLCs where students choose their program of interest. The SLCs offer a personalized, safe, nurturing environment for learning with its own Assistant Principal, guidance counselor, and support staff. Students benefit from the caring of a small school setting within a large school environment and from the range of instructional programs and activities that only a large school can offer. All students receive a core curriculum and begin their SLC specialty in the ninth grade.","Peer Tutoring, Intergenerational, Speech and Debate, Playwriting, Air Force Junior Reserve Officers_ Training CorpsAFJROTC, Virtual Enterprise","Latin, Spanish","Arista, Art, ASPIRA Leadership, Broadcast Crew, Chess, Chorus, Christian Seekers, Clinton News, Conflict Mediation, Dance Team, Drama, ELL Big BrotherBig Sister, Environmental Affairs, First Ladies Club, Gentleman_s Club, Health Occupations Students of America HOSA, Henna Club, HipHopPoetry, Hope, Jazz Band, Key Club, Law, Literary Magazine _Magpie_, Marching Band, MAD Asian, Martial Arts, Model United Nations, Muslim Student Association, PreMedical Science, Peer Mediation, Reserve Officer Training Corps ROTC, Tennis, Virtual Enterprise, Whiskers  Tails, Yearbook","Community School Offers personalized learning opportunities during and after school, social services, and family engagement programs Extended Day Program iLearnNYC Program for expanded online coursework and selfpaced learning Weekend Program offered",,80000.0,24600.0,ESL,Priority to Bronx students or residents,Then to New York City residents,,,,,,,,
10X351,Bronx Collaborative High School,Bronx,7185431023,bxchsbxchs.org,9,12,"Bx1, Bx10, Bx16, Bx2, Bx26, Bx28, Bx34, BxM3, BxM4","4 to Mosholu Parkway  B, D to Bedford Park Blvd",100 WEST MOSHOLU PARKWAY SOUTH, BRONX,NY,10468,httpschools.nyc.govSchoolPortals10X351,223,Performance Assessment School,"Students of Bronx Collaborative High School are academic detectives, bringing New York City_s unique resources and rich history into the classroom to investigate and solve realworld challenges. Our teachers connect students with community leaders, organizations, and professionals to collaborate on exciting projects. These realworld experiences of teamwork offer students feedback that prepares them for success in college and careers. Teachers and counselors know our families, recognize students_ talents, and support their needs from the first day of school to graduation. We prepare students for success after high school with special attention to preparing for fouryear colleges.","Students are given a catalog of courses, in a college seminar format, to choose from each semester. For the first semester only, 9th grade students must take introductory prerequisite courses. Students are in multigrade classrooms based on course choice topic and challenge. Digital technology and social media are taught as realworld problemsolving tools for positive change. 910 CORE Foundation focuses on social and emotional learning skills using daily advisory, community tripsstudies, and student leadership. 1112 CORE College program focuses on college courses, college trips, SAT prep, community service, and executive internships. Eligible students can take free college classes through the CUNY College Now program at Lehman College.","Japanese, Spanish","Martial Arts, Step, Cheer, Debate Team, Young Women_s Leadership, Young Men_s Leadership, GayStraight Alliance, Online Newspaper, Chess, Literary Magazine, Outdoors, Student Government, Internet radio stationschool video production, TheaterChorus",,"Dress Code Required Holistic Discipline Youth Peer Mediators and Restorative Justice Practices allow teachers, parents, students, and administration to support students developing positive, ethical values Community Involvement Students are encouraged to take action on neighborhood and world events through class projects and clubs Internship Opportunities Orientation 2 spring events all students, Summer Bridge program Performance Based Assessment Tasks PBATs All students complete extensive research papers in each subject and _defend_ their work before a committee in order to graduate Afterschool Clubs, Tutoring, and Sports are available on campus from 315 PM _ 615 PM daily",84700.0,31400.0,"ESL, Transitional Bilingual Education Spanish",Priority to Bronx students or residents who attend an information session,Then to New York City residents who attend an information session,Then to Bronx students or residents,Then to New York City residents,,,,,,
10X353,World View High School,Bronx,7186010391,infoworldviewhs.org,9,12,"Bx1, Bx10, Bx16, Bx2, Bx26, Bx28, Bx34, BxM3, BxM4","4 to Mosholu Parkway  B, D to Bedford Park Blvd",100 WEST MOSHOLU PARKWAY SOUTH, BRONX,NY,10468,www.worldviewhs.org,173,,"World View High School WVHS is a rigorous college preparatory school with a primary focus on mathematics and the sciences. WVHS utilizes a projectbased learning approach to prepare students for college and careers. As a member of the WVHS community students are expected to present their research projects in every discipline twice every school year and maintain a college and career ready profile. At WVHS, students build rigorous research and evidence based skills while fostering their social and emotional growth as a member of an increasingly global community. WVHS teachers guide students through our mentoring program and advisory classes to ensure academic and personal success on their path towards becoming leaders in the school community and world beyond.","Environment, Chemistry, Physics Mathematics Algebra 1, Geometry, Algebra 2Trigonometry, PreCalculus. Advanced Courses in eleventh and twelfth grade CUNY College Now courses Each student is assigned a mentor to ensure college and career reainess by keeping track of their academic progress. Students, upon completion of their graduation requirements, will be able to engage in careeroriented internships for elective credit. The goals of the Spanish Transitional Bilingual Education TBE program is to ensure students become fluent in English. Core classes are offered in both English and Spanish such that students gain and continue using their native language skills. By their junior year, all students in the TBE program are expected to take monolingual classes in the core content areas and score Advanced or Proficient on the NYSESLAT exam. La escuela World View ofrece un Programa Transicional Bilingue con la finalidad de que los estudiantes aprendan y adquieran una fluidez en el idioma Ingls. Durante los dos primeros aos de bachiller las clases seran conducidas en ingles y espaol con la meta de que los estudiantes adquieran y continuen usando su primera lengua. A partir del tercer aos escolar los estudiantes tomaran las clases principales en Ingls y tendran que optener un puntuaje proeficiente en el examen del estado NYSESLAT.",Spanish,Extracurricular activities and clubs will be determined by students and their interests.,,"Uniform Required School WVHS polo shirt, black slacksskirt, Family Orientation, To support and encourage college and career readiness, World View High School organizes at least four college trips a year for each student. The college trips include a variety of different colleges and universities including public, private, 2year, 4year, both local and out of state. This exposure to a variety of collegiate settings encourages students to explore their interests and own requirements for college selection. The college trips also motivate students to succeed at the high school level. Internship Opportunities Community Service Opportunities World View HS is in partnership with NY Cares to provide community service opportunities for our students to volunteer throughout the five boroughs To support and encourage college and career readiness, World View High School organizes at least four college trips a year for each student. The college trips include a variety of different colleges and universities including public, private, twoyear, fouryear, both local and out of state. This exposure to a variety of collegiate settings encourages students to explore their interests and own requirements for college selection. The college trips also motivate students to succeed at the high school level.",85000.0,31500.0,"ESL, Transitional Bilingual Education Spanish",Priority to Bronx students or residents who attend an information session,Then to New York City residents who attend an information session,Then to Bronx students or residents,Then to New York City residents,,,,,,
27Q480,John Adams High School,Queens,7183220500,MPanindranauthschools.nyc.gov,9,12,"Q11, Q112, Q37, Q41, Q53, Q7",A to 104th StOxford Ave,10101 ROCKAWAY BOULEVARD, QUEENS,NY,11417,www.johnadamsnyc.org,2634,,"John Adams High School combines the best of what both large and small schools have to offer. As a large school, students get to choose from a broad array of Advanced Placement AP and CUNY College Now classes, as well as numerous electives in expanding technology, science, writing, art, and music programs. We offer more than thirty athletic teams, clubs, and extracurricular activities. Individualized attention and a sense of community are developed in each of our eight Small Learning Communities, each with its own area of focus, led by directors and guidance counselors who work with the same group of students during their four years of high school. We are supported in our mission to prepare all students for college and career by partners such as CEIPEA a recognized leader in promoting student success, York College and New York City College of Technology. We also have upcoming partnerships with SUNY Albany and are a candidate school for the International Baccalaureate Program. John Adams High School has adopted a PBIS Framework to promote a positive school culture and has been recognized as a lab site for NYCDOE, as well as a nationally known presenter of PBIS.","Each Small Learning Community has roughly 300 students, with its own director and guidance counselor team. Special programs include STEM, Screened Fine Arts, Business, Law, Health Careers, EnvironmentalScience, Media and Newcomers.","American Sign Language, Bengali, Hindi, Spanish","Drama Productions sponsored by Laguardia Community College, Mock Trial, Police Athletic League PAL Neighborhood Cleanup, Yearbook, Robotics, AfroAmerican, Archon, Arista, Artsonia, Asian, Callandra, Newspaper, College Summit, Debate, Explorers, Film, For Inspiration and Recognition of Science and Technology FIRST Robotics, Foreign Language, Google CS First, HS Science Research Pathways, Health Occupations Students of America HOSA, Key, LBGTQ, Liberty Partnership, Math Team, Mock Trial, Model Congress, Model UN, Moot Court, Multicultural, National Honor Society, PBIS Ambassadors, Peer Tutoring, Photography, SAT Prep, Saturday Literacy Center, SAYA, School Leadership Team, Student Government","Community School Offers personalized learning opportunities during and after school, social services, and family engagement programs Community Service Requirement Extended Day Program iLearnNYC Program for expanded online coursework and selfpaced learning Student Summer Orientation Weekend Program offered",,80000.0,24500.0,"ESL, Transitional Bilingual Education Bengali, Spanish",Open to New York City residents,For Zoned Program only Guaranteed offer to students who apply and live in the zoned area.,,,,,,,,
16K393,Frederick Douglass Academy IV Secondary School,Brooklyn,7185742820,ecresposchools.nyc.gov,9,12,"B15, B38, B46, B47, B52, B54, Q24","M, Z to Myrtle Ave  J to Kosciusko St",1014 LAFAYETTE AVENUE, BROOKLYN,NY,11221,httpschools.nyc.govSchoolPortals16K393,92,,"The Frederick Douglass Academy IV FDA IV Secondary School is a place of scholarship where students are considered scholars. We maintain an atmosphere of order, civility, maturity, and seriousness of purpose upheld by a set of core Twelve NonNegotiable Rules. Our scholars are instilled with a Scholar_s Creed, adapted from the Morehouse College Students_ Creed, that reinforces the school_s cohesive culture, underscores its high expectations and builds the scholars_ sense of pride in their school and themselves.","CUNY College Now with Medgar Evers College, Fresh Prep Core, Science, Technology, Engineering  Mathematics STEM Dance4Peace, Acceleration Via Individual Determination AVID, Technology Education and Literacy in Schools TEALS, National Academy Foundation NAF",French,"Afterschool Programs, Art Studio Group, Book, Cheerleading Team, Chess, Dance, Dance Ensemble, Homework Help, Lunch and Learn, Peer Mediation, Music, PSATSAT Prep, Scholars Government Association SGA, Step, Summer Institute, Achieving Change in our Neighborhood Teen Action, Violin, String Instruments, CHAMPS, School Leadership Team, Financial Literacy, Yoga, AntiBullying, Violence Prevention, Yearbook",,"Dress Code Required Solid white shirtblouse, navy blue blazer, gray pantsskirt, navy blue tiescarf, black dress shoes Summer Orientation FDA IV Prep Institute for incoming students 2 days Extended Day Program Saturday Program",80000.0,22000.0,ESL,Priority to Brooklyn students or residents who attend an information session,Then to New York City residents who attend an information session,Then to Brooklyn students or residents,Then to New York City residents,,,,,,
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Brooklyn,7188346760,13K265schools.nyc.gov,6,12,"B38, B54, B57, B62, B67, B69","B, Q, R to DeKalb Ave",101 PARK AVENUE, BROOKLYN,NY,11205,www.mckinneyssa.com,421,,"Our school has a performing and visual arts program that serves a diverse population through a comprehensive range of academic and supportive curricula. We offer a nurturing and supportive academic learning environment. Dr. Susan S. McKinney Secondary School of the Arts is a part of the first cohort recognized in New York City as a Nationally Certified Advancement Via Individual Determination AVID school. To ensure that students are College and Career Ready, we have implemented ILearn courses to aid undercredited students in fulfilling their credit requirements.","Visual Arts, Vocal and Instrumental Music, Dance, Drama Marching, Concert and Jazz Bands Technical Theatre, AVID, College Advisory, Junior Statesmen Summer School, McKinney Afterschool Academic Program McK ASAP, CUNY College Now, Read to Achieve",Spanish,"Cheerleading, Chess, Comedy Improv, Debate Team, Entrepreneurial Leadership, McK Marching Band, McK Steppers, McKinney Scribbers, MOUSE Squad, National Honor Society, National Junior Honor Society, Poetry and Writers Institute, Project Male, PSAT and Regents Preparation, AP Class Support, Robotics, SAT, SistertoSister, Student Government, Think Quest NYC, Young _Womyns_ Leadership Group",iLearnNYC Program for expanded online coursework and selfpaced learning,"Uniform Required light blue or white polo with school emblem, khaki, navy blue or black pantsskirt below the knee Extended Day Program Summer Orientation For incoming students during last two weeks of August 5 days Saturday Academy",80000.0,22000.0,ESL,Priority to continuing 8th graders,Then to District 13 students or residents,Then to New York City residents,,,,,,,
12X682,Fannie Lou Hamer Freedom High School,Bronx,7188610521,admissionsflhfhs.org,9,12,"Bx11, Bx19, Bx21, Bx27, Bx35, Bx36, Bx4, Bx4A","2, 5 to Freeman St  6 to Whitlock Ave",1021 JENNINGS STREET, BRONX,NY,10460,www.flhfhs.org,470,Performance Assessment School,"Fannie Lou Hamer Freedom High School students develop critical thinking, research, and analytical skills in pursuit of college and career readiness. Students and teachers work together to create a community of caring and concerned citizens. Technology is used to maximize individualization, independence and depth of learning. Our fouryear Advisory curriculum focuses on the academic development, skills, and knowledge necessary for college. College classes, internships and digital courses provide a broad range of learning opportunities. At the Children_s Aid Society Student Success Center SSC, students work with a team of fulltime college and career counselors to explore postsecondary goals and complete college and scholarship applications. Since 1994, our graduates have gone on to succeed in city, state, and private colleges and are pursuing careers in business, media, social work, education, and technical fields.","With teachers serving as guides and coaches, our students create a portfolio of rich, personal work in seven areas Literature, Math, Social Studies, Science, Social Issues, Art, and electives Online courses are available for students wishing to register for courses not offered at the school CUNY College Now and NYU Partnership college courses Community Outreach program",Spanish,"Children_s Aid Society programs include Precollege program, College Excel Corporate Workplace job training and paid internship College Set scholarship program JPMorgan Live, MSG Classroom, NYU Preview2 CAS Afterschool Clubs include Digital Media and Game Design, Archery, Music, Art, Sports Camp Interactive, STEM club","Community School Offers personalized learning opportunities during and after school, social services, and family engagement programs Community Service Requirement Extended Day Program iLearnNYC Program for expanded online coursework and selfpaced learning Weekend Program offered",Our school requires an Academic Portfolio for graduation all students must complete seven portfolios Internship Opportunities,84500.0,24500.0,ESL,Priority to Fannie Lou Hamer Middle School students who attend an information session,Then to Bronx students or residents who attend an information session,Then to New York City residents who attend an information session,Then to Fannie Lou Hamer Middle School students,Then to Bronx students or residents,Then to New York City residents,,,,
24Q550,High School for Arts and Business,Queens,7182718383,azambraschools.nyc.gov,9,12,"Q23, Q38, Q58, Q88, QM10, QM12",,10525 HORACE HARDING EXPY N, QUEENS,NY,11368,httpschools.nyc.govSchoolPortals24Q550,870,,"The High School for Arts and Business is committed to providing opportunities for our students to achieve excellence in academic, career, and technical pursuits. Our individualized programming helps students earn an Advanced Regents diploma and continue on to the college or career path of their choice. Through broadbased educational experiences, our students develop technological and artistic literacy using an interactive approach. Our culturally diverse school community features partnerships that support personal growth and emphasize global understanding, leadership, and integrity.","Students may receive CTE endorsement in EntrepreneurshipVirtual Enterprise 610 Credit Program in the Visual  Performing Arts, Career Pathways, CUNY College Now, Journalism, Playwriting, Criminal Justice Unit, Business Law, Media Studies  Research, Critical Thinking Seminars, Honors Math, Calculus, Science Research, FinalCut Pro Certification, Microsoft Office Specialist MOS Certification, Center for Arts Education Internships, Rewarding Achievement REACH, Computer Science","French, Italian, Spanish","Action Team, Ad Council, Advertising Futures Campaign, AP History Team, AristaNational Honor Society, Art, Art Exhibits, Art Therapy, Career Cruising, Carnegie Hall Concerts and InSchool Workshops, Cheerleading, Chess, Consultative Council, Cooking, DA Richard A. Brown Student Leadership Program, Dance Performances, Debate Team, Foreign Film, Fundraising Committee, Future Leaders of America FBLA, Guitar, Job Readiness Workshops, Job Shadowing, Law Team, Leadership Class, Math Challenge, Math Team, Mathematica, Multicultural Performances, Music, Peer Tutoring, Photography, Piano, Poem in Your Pocket, PreMed, Principal_s Consultative Student Council, Public Speaking, Robotics, Senior Planning Committee, Service, Shakespeare Oratory Competition, School Newspaper, Spring Vocal and Instrumental Concert, Story Corps, Student Center, Student Government, Wellness Team, Winter Arts Festival, Yearbook",iLearnNYC Program for expanded online coursework and selfpaced learning,Summer Orientation 9th Grade Orientation June Internship Opportunities Inhouse Parent Center,84500.0,40000.0,"ESL, Transitional Bilingual Education Spanish",Priority to Queens students or residents,Then to New York City residents,,,,,,,,
